nodes,techs,carriers,definition_matrix
ESP_3,ESP_4_FRA_1_ac_ohl_mountain_transmission,uranium,False
ESP_3,ESP_4_FRA_1_dc_subsea_transmission,coal,False
ESP_3,ESP_4_FRA_1_dc_subsea_transmission,electricity,False
ESP_3,ESP_4_FRA_1_dc_subsea_transmission,natural_gas,False
ESP_3,ESP_4_FRA_1_dc_subsea_transmission,oil,False
ESP_3,ESP_4_FRA_1_dc_subsea_transmission,uranium,False
ESP_3,ESP_4_FRA_1_dc_underground_transmission,coal,False
ESP_3,ESP_4_FRA_1_dc_underground_transmission,electricity,False
ESP_3,ESP_4_FRA_1_dc_underground_transmission,natural_gas,False
ESP_3,ESP_4_FRA_1_dc_underground_transmission,oil,False
ESP_3,ESP_4_FRA_1_dc_underground_transmission,uranium,False
ESP_3,ESP_5_ESP_11_ac_ohl_transmission,coal,False
ESP_3,ESP_5_ESP_11_ac_ohl_transmission,electricity,False
ESP_3,ESP_5_ESP_11_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_5_ESP_11_ac_ohl_transmission,oil,False
ESP_3,ESP_5_ESP_11_ac_ohl_transmission,uranium,False
ESP_3,ESP_5_ESP_6_techs_ac_ohl_transmission,coal,False
ESP_3,ESP_5_ESP_6_techs_ac_ohl_transmission,electricity,False
ESP_3,ESP_5_ESP_6_techs_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_5_ESP_6_techs_ac_ohl_transmission,oil,False
ESP_3,ESP_5_ESP_6_techs_ac_ohl_transmission,uranium,False
ESP_3,ESP_5_FRA_1_ac_ohl_transmission,coal,False
ESP_3,ESP_5_FRA_1_ac_ohl_transmission,electricity,False
ESP_3,ESP_5_FRA_1_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_5_FRA_1_ac_ohl_transmission,oil,False
ESP_3,ESP_5_FRA_1_ac_ohl_transmission,uranium,False
ESP_3,ESP_6_ESP_11_ac_ohl_transmission,coal,False
ESP_3,ESP_6_ESP_11_ac_ohl_transmission,electricity,False
ESP_3,ESP_6_ESP_11_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_6_ESP_11_ac_ohl_transmission,oil,False
ESP_3,ESP_6_ESP_11_ac_ohl_transmission,uranium,False
ESP_3,ESP_6_FRA_2_ac_ohl_mountain_transmission,coal,False
ESP_3,ESP_6_FRA_2_ac_ohl_mountain_transmission,electricity,False
ESP_3,ESP_6_FRA_2_ac_ohl_mountain_transmission,natural_gas,False
ESP_3,ESP_6_FRA_2_ac_ohl_mountain_transmission,oil,False
ESP_3,ESP_6_FRA_2_ac_ohl_mountain_transmission,uranium,False
ESP_3,ESP_6_FRA_2_dc_underground_transmission,coal,False
ESP_3,ESP_6_FRA_2_dc_underground_transmission,electricity,False
ESP_3,ESP_6_FRA_2_dc_underground_transmission,natural_gas,False
ESP_3,ESP_6_FRA_2_dc_underground_transmission,oil,False
ESP_3,ESP_6_FRA_2_dc_underground_transmission,uranium,False
ESP_3,ESP_6_FRA_3_dc_subsea_transmission,coal,False
ESP_3,ESP_6_FRA_3_dc_subsea_transmission,electricity,False
ESP_3,ESP_6_FRA_3_dc_subsea_transmission,natural_gas,False
ESP_3,ESP_6_FRA_3_dc_subsea_transmission,oil,False
ESP_3,ESP_6_FRA_3_dc_subsea_transmission,uranium,False
ESP_3,ESP_7_ESP_11_ac_ohl_transmission,coal,False
ESP_3,ESP_7_ESP_11_ac_ohl_transmission,electricity,False
ESP_3,ESP_7_ESP_11_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_7_ESP_11_ac_ohl_transmission,oil,False
ESP_3,ESP_7_ESP_11_ac_ohl_transmission,uranium,False
ESP_3,ESP_7_ESP_8_ac_ohl_transmission,coal,False
ESP_3,ESP_7_ESP_8_ac_ohl_transmission,electricity,False
ESP_3,ESP_7_ESP_8_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_7_ESP_8_ac_ohl_transmission,oil,False
ESP_3,ESP_7_ESP_8_ac_ohl_transmission,uranium,False
ESP_3,ESP_8_ESP_10_ac_ohl_transmission,coal,False
ESP_3,ESP_8_ESP_10_ac_ohl_transmission,electricity,False
ESP_3,ESP_8_ESP_10_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_8_ESP_10_ac_ohl_transmission,oil,False
ESP_3,ESP_8_ESP_10_ac_ohl_transmission,uranium,False
ESP_3,ESP_8_ESP_9_ac_ohl_transmission,coal,False
ESP_3,ESP_8_ESP_9_ac_ohl_transmission,electricity,False
ESP_3,ESP_8_ESP_9_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_8_ESP_9_ac_ohl_transmission,oil,False
ESP_3,ESP_8_ESP_9_ac_ohl_transmission,uranium,False
ESP_3,ESP_8_PRT_2_ac_ohl_transmission,coal,False
ESP_3,ESP_8_PRT_2_ac_ohl_transmission,electricity,False
ESP_3,ESP_8_PRT_2_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_8_PRT_2_ac_ohl_transmission,oil,False
ESP_3,ESP_8_PRT_2_ac_ohl_transmission,uranium,False
ESP_3,ESP_9_ESP_10_ac_ohl_transmission,coal,False
ESP_3,ESP_9_ESP_10_ac_ohl_transmission,electricity,False
ESP_3,ESP_9_ESP_10_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_9_ESP_10_ac_ohl_transmission,oil,False
ESP_3,ESP_9_ESP_10_ac_ohl_transmission,uranium,False
ESP_3,ESP_9_MA_dc_subsea_transmission,coal,False
ESP_3,ESP_9_MA_dc_subsea_transmission,electricity,False
ESP_3,ESP_9_MA_dc_subsea_transmission,natural_gas,False
ESP_3,ESP_9_MA_dc_subsea_transmission,oil,False
ESP_3,ESP_9_MA_dc_subsea_transmission,uranium,False
ESP_3,ESP_9_PRT_2_ac_ohl_transmission,coal,False
ESP_3,ESP_9_PRT_2_ac_ohl_transmission,electricity,False
ESP_3,ESP_9_PRT_2_ac_ohl_transmission,natural_gas,False
ESP_3,ESP_9_PRT_2_ac_ohl_transmission,oil,False
ESP_3,ESP_9_PRT_2_ac_ohl_transmission,uranium,False
ESP_3,PRT_1_PRT_2_ac_ohl_transmission,coal,False
ESP_3,PRT_1_PRT_2_ac_ohl_transmission,electricity,False
ESP_3,PRT_1_PRT_2_ac_ohl_transmission,natural_gas,False
ESP_3,PRT_1_PRT_2_ac_ohl_transmission,oil,False
ESP_3,PRT_1_PRT_2_ac_ohl_transmission,uranium,False
ESP_3,Trade_Markets_ESP_10_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_10_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_10_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_10_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_10_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_11_coal_transmission,coal,False
ESP_3,Trade_Markets_ESP_11_coal_transmission,electricity,False
ESP_3,Trade_Markets_ESP_11_coal_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_11_coal_transmission,oil,False
ESP_3,Trade_Markets_ESP_11_coal_transmission,uranium,False
ESP_3,Trade_Markets_ESP_11_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_11_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_11_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_11_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_11_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_11_oil_fuel_transmission,coal,False
ESP_3,Trade_Markets_ESP_11_oil_fuel_transmission,electricity,False
ESP_3,Trade_Markets_ESP_11_oil_fuel_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_11_oil_fuel_transmission,oil,False
ESP_3,Trade_Markets_ESP_11_oil_fuel_transmission,uranium,False
ESP_3,Trade_Markets_ESP_11_uranium_transmission,coal,False
ESP_3,Trade_Markets_ESP_11_uranium_transmission,electricity,False
ESP_3,Trade_Markets_ESP_11_uranium_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_11_uranium_transmission,oil,False
ESP_3,Trade_Markets_ESP_11_uranium_transmission,uranium,False
ESP_3,Trade_Markets_ESP_1_coal_transmission,coal,False
ESP_3,Trade_Markets_ESP_1_coal_transmission,electricity,False
ESP_3,Trade_Markets_ESP_1_coal_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_1_coal_transmission,oil,False
ESP_3,Trade_Markets_ESP_1_coal_transmission,uranium,False
ESP_3,Trade_Markets_ESP_1_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_1_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_1_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_1_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_2_coal_transmission,coal,False
ESP_3,Trade_Markets_ESP_2_coal_transmission,electricity,False
ESP_3,Trade_Markets_ESP_2_coal_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_2_coal_transmission,oil,False
ESP_3,Trade_Markets_ESP_2_coal_transmission,uranium,False
ESP_3,Trade_Markets_ESP_2_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_2_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_2_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_2_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_2_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_2_oil_fuel_transmission,coal,False
ESP_3,Trade_Markets_ESP_2_oil_fuel_transmission,electricity,False
ESP_3,Trade_Markets_ESP_2_oil_fuel_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_2_oil_fuel_transmission,oil,False
ESP_3,Trade_Markets_ESP_2_oil_fuel_transmission,uranium,False
ESP_3,Trade_Markets_ESP_2_uranium_transmission,coal,False
ESP_3,Trade_Markets_ESP_2_uranium_transmission,electricity,False
ESP_3,Trade_Markets_ESP_2_uranium_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_2_uranium_transmission,oil,False
ESP_3,Trade_Markets_ESP_2_uranium_transmission,uranium,False
ESP_3,Trade_Markets_ESP_3_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_3_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_3_natural_gas_transmission,natural_gas,True
ESP_3,Trade_Markets_ESP_3_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_3_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_4_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_4_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_4_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_4_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_4_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_5_coal_transmission,coal,False
ESP_3,Trade_Markets_ESP_5_coal_transmission,electricity,False
ESP_3,Trade_Markets_ESP_5_coal_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_5_coal_transmission,oil,False
ESP_3,Trade_Markets_ESP_5_coal_transmission,uranium,False
ESP_3,Trade_Markets_ESP_5_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_5_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_5_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_5_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_5_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_6_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_6_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_6_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_6_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_6_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_6_oil_fuel_transmission,coal,False
ESP_3,Trade_Markets_ESP_6_oil_fuel_transmission,electricity,False
ESP_3,Trade_Markets_ESP_6_oil_fuel_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_6_oil_fuel_transmission,oil,False
ESP_3,Trade_Markets_ESP_6_oil_fuel_transmission,uranium,False
ESP_3,Trade_Markets_ESP_6_uranium_transmission,coal,False
ESP_3,Trade_Markets_ESP_6_uranium_transmission,electricity,False
ESP_3,Trade_Markets_ESP_6_uranium_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_6_uranium_transmission,oil,False
ESP_3,Trade_Markets_ESP_6_uranium_transmission,uranium,False
ESP_3,Trade_Markets_ESP_7_coal_transmission,coal,False
ESP_3,Trade_Markets_ESP_7_coal_transmission,electricity,False
ESP_3,Trade_Markets_ESP_7_coal_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_7_coal_transmission,oil,False
ESP_3,Trade_Markets_ESP_7_coal_transmission,uranium,False
ESP_3,Trade_Markets_ESP_7_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_7_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_7_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_7_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_7_natural_gas_transmission,uranium,False
ESP_3,Trade_Markets_ESP_7_uranium_transmission,coal,False
ESP_3,Trade_Markets_ESP_7_uranium_transmission,electricity,False
ESP_3,Trade_Markets_ESP_7_uranium_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_7_uranium_transmission,oil,False
ESP_3,Trade_Markets_ESP_7_uranium_transmission,uranium,False
ESP_3,Trade_Markets_ESP_8_uranium_transmission,coal,False
ESP_3,Trade_Markets_ESP_8_uranium_transmission,electricity,False
ESP_3,Trade_Markets_ESP_8_uranium_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_8_uranium_transmission,oil,False
ESP_3,Trade_Markets_ESP_8_uranium_transmission,uranium,False
ESP_3,Trade_Markets_ESP_9_coal_transmission,coal,False
ESP_3,Trade_Markets_ESP_9_coal_transmission,electricity,False
ESP_3,Trade_Markets_ESP_9_coal_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_9_coal_transmission,oil,False
ESP_3,Trade_Markets_ESP_9_coal_transmission,uranium,False
ESP_3,Trade_Markets_ESP_9_natural_gas_transmission,coal,False
ESP_3,Trade_Markets_ESP_9_natural_gas_transmission,electricity,False
ESP_3,Trade_Markets_ESP_9_natural_gas_transmission,natural_gas,False
ESP_3,Trade_Markets_ESP_9_natural_gas_transmission,oil,False
ESP_3,Trade_Markets_ESP_9_natural_gas_transmission,uranium,False
ESP_3,battery_CN,coal,False
ESP_3,battery_CN,electricity,True
ESP_3,battery_CN,natural_gas,False
ESP_3,battery_CN,oil,False
ESP_3,battery_CN,uranium,False
ESP_3,battery_CZ,coal,False
ESP_3,battery_CZ,electricity,True
ESP_3,battery_CZ,natural_gas,False
ESP_3,battery_CZ,oil,False
ESP_3,battery_CZ,uranium,False
ESP_3,battery_ESP,coal,False
ESP_3,battery_ESP,electricity,True
ESP_3,battery_ESP,natural_gas,False
ESP_3,battery_ESP,oil,False
ESP_3,battery_ESP,uranium,False
ESP_3,battery_HU,coal,False
ESP_3,battery_HU,electricity,True
ESP_3,battery_HU,natural_gas,False
ESP_3,battery_HU,oil,False
ESP_3,battery_HU,uranium,False
ESP_3,battery_PL,coal,False
ESP_3,battery_PL,electricity,True
ESP_3,battery_PL,natural_gas,False
ESP_3,battery_PL,oil,False
ESP_3,battery_PL,uranium,False
ESP_3,battery_US,coal,False
ESP_3,battery_US,electricity,True
ESP_3,battery_US,natural_gas,False
ESP_3,battery_US,oil,False
ESP_3,battery_US,uranium,False
ESP_3,biogas_to_electricity_supply_BEL,coal,False
ESP_3,biogas_to_electricity_supply_BEL,electricity,True
ESP_3,biogas_to_electricity_supply_BEL,natural_gas,False
ESP_3,biogas_to_electricity_supply_BEL,oil,False
ESP_3,biogas_to_electricity_supply_BEL,uranium,False
ESP_3,biogas_to_electricity_supply_CAN,coal,False
ESP_3,biogas_to_electricity_supply_CAN,electricity,True
ESP_3,biogas_to_electricity_supply_CAN,natural_gas,False
ESP_3,biogas_to_electricity_supply_CAN,oil,False
ESP_3,biogas_to_electricity_supply_CAN,uranium,False
ESP_3,biogas_to_electricity_supply_FR,coal,False
ESP_3,biogas_to_electricity_supply_FR,electricity,True
ESP_3,biogas_to_electricity_supply_FR,natural_gas,False
ESP_3,biogas_to_electricity_supply_FR,oil,False
ESP_3,biogas_to_electricity_supply_FR,uranium,False
ESP_3,biogas_to_electricity_supply_FSM,coal,False
ESP_3,biogas_to_electricity_supply_FSM,electricity,True
ESP_3,biogas_to_electricity_supply_FSM,natural_gas,False
ESP_3,biogas_to_electricity_supply_FSM,oil,False
ESP_3,biogas_to_electricity_supply_FSM,uranium,False
ESP_3,biogas_to_electricity_supply_UK,coal,False
ESP_3,biogas_to_electricity_supply_UK,electricity,True
ESP_3,biogas_to_electricity_supply_UK,natural_gas,False
ESP_3,biogas_to_electricity_supply_UK,oil,False
ESP_3,biogas_to_electricity_supply_UK,uranium,False
ESP_3,biogas_to_electricity_supply_USA,coal,False
ESP_3,biogas_to_electricity_supply_USA,electricity,True
ESP_3,biogas_to_electricity_supply_USA,natural_gas,False
ESP_3,biogas_to_electricity_supply_USA,oil,False
ESP_3,biogas_to_electricity_supply_USA,uranium,False
ESP_3,biomass_ESP,coal,False
ESP_3,biomass_ESP,electricity,True
ESP_3,biomass_ESP,natural_gas,False
ESP_3,biomass_ESP,oil,False
ESP_3,biomass_ESP,uranium,False
ESP_3,biomass_FR,coal,False
ESP_3,biomass_FR,electricity,True
ESP_3,biomass_FR,natural_gas,False
ESP_3,biomass_FR,oil,False
ESP_3,biomass_FR,uranium,False
ESP_3,biomass_IT,coal,False
ESP_3,biomass_IT,electricity,True
ESP_3,biomass_IT,natural_gas,False
ESP_3,biomass_IT,oil,False
ESP_3,biomass_IT,uranium,False
ESP_3,coal_AUS,coal,False
ESP_3,coal_AUS,electricity,False
ESP_3,coal_AUS,natural_gas,False
ESP_3,coal_AUS,oil,False
ESP_3,coal_AUS,uranium,False
ESP_3,coal_COL,coal,False
ESP_3,coal_COL,electricity,False
ESP_3,coal_COL,natural_gas,False
ESP_3,coal_COL,oil,False
ESP_3,coal_COL,uranium,False
ESP_3,coal_ITA,coal,False
ESP_3,coal_ITA,electricity,False
ESP_3,coal_ITA,natural_gas,False
ESP_3,coal_ITA,oil,False
ESP_3,coal_ITA,uranium,False
ESP_3,coal_RUS,coal,False
ESP_3,coal_RUS,electricity,False
ESP_3,coal_RUS,natural_gas,False
ESP_3,coal_RUS,oil,False
ESP_3,coal_RUS,uranium,False
ESP_3,coal_USA,coal,False
ESP_3,coal_USA,electricity,False
ESP_3,coal_USA,natural_gas,False
ESP_3,coal_USA,oil,False
ESP_3,coal_USA,uranium,False
ESP_3,demand_tech,coal,False
ESP_3,demand_tech,electricity,True
ESP_3,demand_tech,natural_gas,False
ESP_3,demand_tech,oil,False
ESP_3,demand_tech,uranium,False
ESP_3,el_import_FR,coal,False
ESP_3,el_import_FR,electricity,False
ESP_3,el_import_FR,natural_gas,False
ESP_3,el_import_FR,oil,False
ESP_3,el_import_FR,uranium,False
ESP_3,el_import_MA,coal,False
ESP_3,el_import_MA,electricity,False
ESP_3,el_import_MA,natural_gas,False
ESP_3,el_import_MA,oil,False
ESP_3,el_import_MA,uranium,False
ESP_3,el_import_PT,coal,False
ESP_3,el_import_PT,electricity,False
ESP_3,el_import_PT,natural_gas,False
ESP_3,el_import_PT,oil,False
ESP_3,el_import_PT,uranium,False
ESP_3,existing_biogas_to_electricity_supply,coal,False
ESP_3,existing_biogas_to_electricity_supply,electricity,True
ESP_3,existing_biogas_to_electricity_supply,natural_gas,False
ESP_3,existing_biogas_to_electricity_supply,oil,False
ESP_3,existing_biogas_to_electricity_supply,uranium,False
ESP_3,existing_biomass,coal,False
ESP_3,existing_biomass,electricity,True
ESP_3,existing_biomass,natural_gas,False
ESP_3,existing_biomass,oil,False
ESP_3,existing_biomass,uranium,False
ESP_3,existing_ccgt,coal,False
ESP_3,existing_ccgt,electricity,True
ESP_3,existing_ccgt,natural_gas,True
ESP_3,existing_ccgt,oil,False
ESP_3,existing_ccgt,uranium,False
ESP_3,existing_chp,coal,False
ESP_3,existing_chp,electricity,True
ESP_3,existing_chp,natural_gas,True
ESP_3,existing_chp,oil,False
ESP_3,existing_chp,uranium,False
ESP_3,existing_coal,coal,True
ESP_3,existing_coal,electricity,True
ESP_3,existing_coal,natural_gas,False
ESP_3,existing_coal,oil,False
ESP_3,existing_coal,uranium,False
ESP_3,existing_hydro_reservoir,coal,False
ESP_3,existing_hydro_reservoir,electricity,True
ESP_3,existing_hydro_reservoir,natural_gas,False
ESP_3,existing_hydro_reservoir,oil,False
ESP_3,existing_hydro_reservoir,uranium,False
ESP_3,existing_hydro_run_of_river,coal,False
ESP_3,existing_hydro_run_of_river,electricity,True
ESP_3,existing_hydro_run_of_river,natural_gas,False
ESP_3,existing_hydro_run_of_river,oil,False
ESP_3,existing_hydro_run_of_river,uranium,False
ESP_3,existing_nuclear,coal,False
ESP_3,existing_nuclear,electricity,True
ESP_3,existing_nuclear,natural_gas,False
ESP_3,existing_nuclear,oil,False
ESP_3,existing_nuclear,uranium,True
ESP_3,existing_oil_and_other,coal,False
ESP_3,existing_oil_and_other,electricity,True
ESP_3,existing_oil_and_other,natural_gas,False
ESP_3,existing_oil_and_other,oil,True
ESP_3,existing_oil_and_other,uranium,False
ESP_3,existing_open_field_pv,coal,False
ESP_3,existing_open_field_pv,electricity,True
ESP_3,existing_open_field_pv,natural_gas,False
ESP_3,existing_open_field_pv,oil,False
ESP_3,existing_open_field_pv,uranium,False
ESP_3,existing_pumped_hydro,coal,False
ESP_3,existing_pumped_hydro,electricity,True
ESP_3,existing_pumped_hydro,natural_gas,False
ESP_3,existing_pumped_hydro,oil,False
ESP_3,existing_pumped_hydro,uranium,False
ESP_3,existing_rooftop_pv,coal,False
ESP_3,existing_rooftop_pv,electricity,True
ESP_3,existing_rooftop_pv,natural_gas,False
ESP_3,existing_rooftop_pv,oil,False
ESP_3,existing_rooftop_pv,uranium,False
ESP_3,existing_wind_onshore,coal,False
ESP_3,existing_wind_onshore,electricity,True
ESP_3,existing_wind_onshore,natural_gas,False
ESP_3,existing_wind_onshore,oil,False
ESP_3,existing_wind_onshore,uranium,False
ESP_3,existing_wte,coal,False
ESP_3,existing_wte,electricity,True
ESP_3,existing_wte,natural_gas,False
ESP_3,existing_wte,oil,False
ESP_3,existing_wte,uranium,False
ESP_3,natural_gas_DEU,coal,False
ESP_3,natural_gas_DEU,electricity,False
ESP_3,natural_gas_DEU,natural_gas,False
ESP_3,natural_gas_DEU,oil,False
ESP_3,natural_gas_DEU,uranium,False
ESP_3,natural_gas_DNK,coal,False
ESP_3,natural_gas_DNK,electricity,False
ESP_3,natural_gas_DNK,natural_gas,False
ESP_3,natural_gas_DNK,oil,False
ESP_3,natural_gas_DNK,uranium,False
ESP_3,natural_gas_DZA,coal,False
ESP_3,natural_gas_DZA,electricity,False
ESP_3,natural_gas_DZA,natural_gas,False
ESP_3,natural_gas_DZA,oil,False
ESP_3,natural_gas_DZA,uranium,False
ESP_3,natural_gas_NOR,coal,False
ESP_3,natural_gas_NOR,electricity,False
ESP_3,natural_gas_NOR,natural_gas,False
ESP_3,natural_gas_NOR,oil,False
ESP_3,natural_gas_NOR,uranium,False
ESP_3,natural_gas_PT,coal,False
ESP_3,natural_gas_PT,electricity,False
ESP_3,natural_gas_PT,natural_gas,False
ESP_3,natural_gas_PT,oil,False
ESP_3,natural_gas_PT,uranium,False
ESP_3,natural_gas_liquid_DZA,coal,False
ESP_3,natural_gas_liquid_DZA,electricity,False
ESP_3,natural_gas_liquid_DZA,natural_gas,False
ESP_3,natural_gas_liquid_DZA,oil,False
ESP_3,natural_gas_liquid_DZA,uranium,False
ESP_3,natural_gas_liquid_NGA,coal,False
ESP_3,natural_gas_liquid_NGA,electricity,False
ESP_3,natural_gas_liquid_NGA,natural_gas,False
ESP_3,natural_gas_liquid_NGA,oil,False
ESP_3,natural_gas_liquid_NGA,uranium,False
ESP_3,natural_gas_liquid_QAT,coal,False
ESP_3,natural_gas_liquid_QAT,electricity,False
ESP_3,natural_gas_liquid_QAT,natural_gas,False
ESP_3,natural_gas_liquid_QAT,oil,False
ESP_3,natural_gas_liquid_QAT,uranium,False
ESP_3,natural_gas_liquid_RUS,coal,False
ESP_3,natural_gas_liquid_RUS,electricity,False
ESP_3,natural_gas_liquid_RUS,natural_gas,False
ESP_3,natural_gas_liquid_RUS,oil,False
ESP_3,natural_gas_liquid_RUS,uranium,False
