techs,carriers,systemwide_capacity_factor
ESP_6_FRA_2_ac_ohl_mountain_transmission,oil,0.0
ESP_6_FRA_2_ac_ohl_mountain_transmission,uranium,0.0
ESP_6_FRA_2_dc_underground_transmission,coal,0.0
ESP_6_FRA_2_dc_underground_transmission,electricity,0.0
ESP_6_FRA_2_dc_underground_transmission,natural_gas,0.0
ESP_6_FRA_2_dc_underground_transmission,oil,0.0
ESP_6_FRA_2_dc_underground_transmission,uranium,0.0
ESP_6_FRA_3_dc_subsea_transmission,coal,0.0
ESP_6_FRA_3_dc_subsea_transmission,electricity,0.0
ESP_6_FRA_3_dc_subsea_transmission,natural_gas,0.0
ESP_6_FRA_3_dc_subsea_transmission,oil,0.0
ESP_6_FRA_3_dc_subsea_transmission,uranium,0.0
ESP_7_ESP_11_ac_ohl_transmission,coal,0.0
ESP_7_ESP_11_ac_ohl_transmission,electricity,0.0
ESP_7_ESP_11_ac_ohl_transmission,natural_gas,0.0
ESP_7_ESP_11_ac_ohl_transmission,oil,0.0
ESP_7_ESP_11_ac_ohl_transmission,uranium,0.0
ESP_7_ESP_8_ac_ohl_transmission,coal,0.0
ESP_7_ESP_8_ac_ohl_transmission,electricity,0.0
ESP_7_ESP_8_ac_ohl_transmission,natural_gas,0.0
ESP_7_ESP_8_ac_ohl_transmission,oil,0.0
ESP_7_ESP_8_ac_ohl_transmission,uranium,0.0
ESP_8_ESP_10_ac_ohl_transmission,coal,0.0
ESP_8_ESP_10_ac_ohl_transmission,electricity,0.0
ESP_8_ESP_10_ac_ohl_transmission,natural_gas,0.0
ESP_8_ESP_10_ac_ohl_transmission,oil,0.0
ESP_8_ESP_10_ac_ohl_transmission,uranium,0.0
ESP_8_ESP_9_ac_ohl_transmission,coal,0.0
ESP_8_ESP_9_ac_ohl_transmission,electricity,0.0
ESP_8_ESP_9_ac_ohl_transmission,natural_gas,0.0
ESP_8_ESP_9_ac_ohl_transmission,oil,0.0
ESP_8_ESP_9_ac_ohl_transmission,uranium,0.0
ESP_8_PRT_2_ac_ohl_transmission,coal,0.0
ESP_8_PRT_2_ac_ohl_transmission,electricity,0.0
ESP_8_PRT_2_ac_ohl_transmission,natural_gas,0.0
ESP_8_PRT_2_ac_ohl_transmission,oil,0.0
ESP_8_PRT_2_ac_ohl_transmission,uranium,0.0
ESP_9_ESP_10_ac_ohl_transmission,coal,0.0
ESP_9_ESP_10_ac_ohl_transmission,electricity,0.0
ESP_9_ESP_10_ac_ohl_transmission,natural_gas,0.0
ESP_9_ESP_10_ac_ohl_transmission,oil,0.0
ESP_9_ESP_10_ac_ohl_transmission,uranium,0.0
ESP_9_MA_dc_subsea_transmission,coal,0.0
ESP_9_MA_dc_subsea_transmission,electricity,0.0
ESP_9_MA_dc_subsea_transmission,natural_gas,0.0
ESP_9_MA_dc_subsea_transmission,oil,0.0
ESP_9_MA_dc_subsea_transmission,uranium,0.0
ESP_9_PRT_2_ac_ohl_transmission,coal,0.0
ESP_9_PRT_2_ac_ohl_transmission,electricity,0.0
ESP_9_PRT_2_ac_ohl_transmission,natural_gas,0.0
ESP_9_PRT_2_ac_ohl_transmission,oil,0.0
ESP_9_PRT_2_ac_ohl_transmission,uranium,0.0
PRT_1_PRT_2_ac_ohl_transmission,coal,0.0
PRT_1_PRT_2_ac_ohl_transmission,electricity,1.0442694225798965e-06
PRT_1_PRT_2_ac_ohl_transmission,natural_gas,0.0
PRT_1_PRT_2_ac_ohl_transmission,oil,0.0
PRT_1_PRT_2_ac_ohl_transmission,uranium,0.0
Trade_Markets_ESP_10_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_10_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_10_natural_gas_transmission,natural_gas,0.06890011013170465
Trade_Markets_ESP_10_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_10_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_11_coal_transmission,coal,0.0
Trade_Markets_ESP_11_coal_transmission,electricity,0.0
Trade_Markets_ESP_11_coal_transmission,natural_gas,0.0
Trade_Markets_ESP_11_coal_transmission,oil,0.0
Trade_Markets_ESP_11_coal_transmission,uranium,0.0
Trade_Markets_ESP_11_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_11_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_11_natural_gas_transmission,natural_gas,0.007108018493051484
Trade_Markets_ESP_11_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_11_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_11_oil_fuel_transmission,coal,0.0
Trade_Markets_ESP_11_oil_fuel_transmission,electricity,0.0
Trade_Markets_ESP_11_oil_fuel_transmission,natural_gas,0.0
Trade_Markets_ESP_11_oil_fuel_transmission,oil,0.2801938523858507
Trade_Markets_ESP_11_oil_fuel_transmission,uranium,0.0
Trade_Markets_ESP_11_uranium_transmission,coal,0.0
Trade_Markets_ESP_11_uranium_transmission,electricity,0.0
Trade_Markets_ESP_11_uranium_transmission,natural_gas,0.0
Trade_Markets_ESP_11_uranium_transmission,oil,0.0
Trade_Markets_ESP_11_uranium_transmission,uranium,0.4994165790170308
Trade_Markets_ESP_1_coal_transmission,coal,0.39346412737345426
Trade_Markets_ESP_1_coal_transmission,electricity,0.0
Trade_Markets_ESP_1_coal_transmission,natural_gas,0.0
Trade_Markets_ESP_1_coal_transmission,oil,0.0
Trade_Markets_ESP_1_coal_transmission,uranium,0.0
Trade_Markets_ESP_1_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_1_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_1_natural_gas_transmission,natural_gas,0.045725701629307336
Trade_Markets_ESP_1_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_1_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_2_coal_transmission,coal,0.3518397604694599
Trade_Markets_ESP_2_coal_transmission,electricity,0.0
Trade_Markets_ESP_2_coal_transmission,natural_gas,0.0
Trade_Markets_ESP_2_coal_transmission,oil,0.0
Trade_Markets_ESP_2_coal_transmission,uranium,0.0
Trade_Markets_ESP_2_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_2_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_2_natural_gas_transmission,natural_gas,0.31249479631700616
Trade_Markets_ESP_2_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_2_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_2_oil_fuel_transmission,coal,0.0
Trade_Markets_ESP_2_oil_fuel_transmission,electricity,0.0
Trade_Markets_ESP_2_oil_fuel_transmission,natural_gas,0.0
Trade_Markets_ESP_2_oil_fuel_transmission,oil,0.07686029186152561
Trade_Markets_ESP_2_oil_fuel_transmission,uranium,0.0
Trade_Markets_ESP_2_uranium_transmission,coal,0.0
Trade_Markets_ESP_2_uranium_transmission,electricity,0.0
Trade_Markets_ESP_2_uranium_transmission,natural_gas,0.0
Trade_Markets_ESP_2_uranium_transmission,oil,0.0
Trade_Markets_ESP_2_uranium_transmission,uranium,0.16541026942329087
Trade_Markets_ESP_3_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_3_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_3_natural_gas_transmission,natural_gas,0.04034090628391817
Trade_Markets_ESP_3_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_3_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_4_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_4_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_4_natural_gas_transmission,natural_gas,0.04780326031804724
Trade_Markets_ESP_4_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_4_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_5_coal_transmission,coal,0.40740231648606784
Trade_Markets_ESP_5_coal_transmission,electricity,0.0
Trade_Markets_ESP_5_coal_transmission,natural_gas,0.0
Trade_Markets_ESP_5_coal_transmission,oil,0.0
Trade_Markets_ESP_5_coal_transmission,uranium,0.0
Trade_Markets_ESP_5_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_5_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_5_natural_gas_transmission,natural_gas,0.057320324136684
Trade_Markets_ESP_5_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_5_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_6_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_6_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_6_natural_gas_transmission,natural_gas,0.04612471618259001
Trade_Markets_ESP_6_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_6_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_6_oil_fuel_transmission,coal,0.0
Trade_Markets_ESP_6_oil_fuel_transmission,electricity,0.0
Trade_Markets_ESP_6_oil_fuel_transmission,natural_gas,0.0
Trade_Markets_ESP_6_oil_fuel_transmission,oil,0.16704635336785065
Trade_Markets_ESP_6_oil_fuel_transmission,uranium,0.0
Trade_Markets_ESP_6_uranium_transmission,coal,0.0
Trade_Markets_ESP_6_uranium_transmission,electricity,0.0
Trade_Markets_ESP_6_uranium_transmission,natural_gas,0.0
Trade_Markets_ESP_6_uranium_transmission,oil,0.0
Trade_Markets_ESP_6_uranium_transmission,uranium,0.478702951061853
Trade_Markets_ESP_7_coal_transmission,coal,0.0
Trade_Markets_ESP_7_coal_transmission,electricity,0.0
Trade_Markets_ESP_7_coal_transmission,natural_gas,0.0
Trade_Markets_ESP_7_coal_transmission,oil,0.0
Trade_Markets_ESP_7_coal_transmission,uranium,0.0
Trade_Markets_ESP_7_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_7_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_7_natural_gas_transmission,natural_gas,0.13289592012641413
Trade_Markets_ESP_7_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_7_natural_gas_transmission,uranium,0.0
Trade_Markets_ESP_7_uranium_transmission,coal,0.0
Trade_Markets_ESP_7_uranium_transmission,electricity,0.0
Trade_Markets_ESP_7_uranium_transmission,natural_gas,0.0
Trade_Markets_ESP_7_uranium_transmission,oil,0.0
Trade_Markets_ESP_7_uranium_transmission,uranium,0.0
Trade_Markets_ESP_8_uranium_transmission,coal,0.0
Trade_Markets_ESP_8_uranium_transmission,electricity,0.0
Trade_Markets_ESP_8_uranium_transmission,natural_gas,0.0
Trade_Markets_ESP_8_uranium_transmission,oil,0.0
Trade_Markets_ESP_8_uranium_transmission,uranium,0.4160976586230635
Trade_Markets_ESP_9_coal_transmission,coal,0.39990113632356306
Trade_Markets_ESP_9_coal_transmission,electricity,0.0
Trade_Markets_ESP_9_coal_transmission,natural_gas,0.0
Trade_Markets_ESP_9_coal_transmission,oil,0.0
Trade_Markets_ESP_9_coal_transmission,uranium,0.0
Trade_Markets_ESP_9_natural_gas_transmission,coal,0.0
Trade_Markets_ESP_9_natural_gas_transmission,electricity,0.0
Trade_Markets_ESP_9_natural_gas_transmission,natural_gas,0.07293640321709038
Trade_Markets_ESP_9_natural_gas_transmission,oil,0.0
Trade_Markets_ESP_9_natural_gas_transmission,uranium,0.0
battery_CN,coal,0.0
battery_CN,electricity,0.29904093625353895
battery_CN,natural_gas,0.0
battery_CN,oil,0.0
battery_CN,uranium,0.0
battery_CZ,coal,0.0
battery_CZ,electricity,0.4230095566467533
battery_CZ,natural_gas,0.0
battery_CZ,oil,0.0
battery_CZ,uranium,0.0
battery_ESP,coal,0.0
battery_ESP,electricity,0.4417118972336264
battery_ESP,natural_gas,0.0
battery_ESP,oil,0.0
battery_ESP,uranium,0.0
battery_HU,coal,0.0
battery_HU,electricity,0.4259900161408433
battery_HU,natural_gas,0.0
battery_HU,oil,0.0
battery_HU,uranium,0.0
battery_PL,coal,0.0
battery_PL,electricity,0.4236106694702523
battery_PL,natural_gas,0.0
battery_PL,oil,0.0
battery_PL,uranium,0.0
battery_US,coal,0.0
battery_US,electricity,0.4225697052448873
battery_US,natural_gas,0.0
battery_US,oil,0.0
battery_US,uranium,0.0
biogas_to_electricity_supply_BEL,coal,0.0
biogas_to_electricity_supply_BEL,electricity,0.743151027636613
biogas_to_electricity_supply_BEL,natural_gas,0.0
biogas_to_electricity_supply_BEL,oil,0.0
biogas_to_electricity_supply_BEL,uranium,0.0
biogas_to_electricity_supply_CAN,coal,0.0
biogas_to_electricity_supply_CAN,electricity,0.5242670654824853
biogas_to_electricity_supply_CAN,natural_gas,0.0
biogas_to_electricity_supply_CAN,oil,0.0
biogas_to_electricity_supply_CAN,uranium,0.0
biogas_to_electricity_supply_FR,coal,0.0
biogas_to_electricity_supply_FR,electricity,0.5206317002216754
biogas_to_electricity_supply_FR,natural_gas,0.0
biogas_to_electricity_supply_FR,oil,0.0
biogas_to_electricity_supply_FR,uranium,0.0
biogas_to_electricity_supply_FSM,coal,0.0
biogas_to_electricity_supply_FSM,electricity,0.5463416798792018
biogas_to_electricity_supply_FSM,natural_gas,0.0
biogas_to_electricity_supply_FSM,oil,0.0
biogas_to_electricity_supply_FSM,uranium,0.0
biogas_to_electricity_supply_UK,coal,0.0
biogas_to_electricity_supply_UK,electricity,0.5326671983281838
biogas_to_electricity_supply_UK,natural_gas,0.0
biogas_to_electricity_supply_UK,oil,0.0
biogas_to_electricity_supply_UK,uranium,0.0
biogas_to_electricity_supply_USA,coal,0.0
biogas_to_electricity_supply_USA,electricity,0.544837946984455
biogas_to_electricity_supply_USA,natural_gas,0.0
biogas_to_electricity_supply_USA,oil,0.0
biogas_to_electricity_supply_USA,uranium,0.0
biomass_ESP,coal,0.0
biomass_ESP,electricity,0.6125193208997501
biomass_ESP,natural_gas,0.0
biomass_ESP,oil,0.0
biomass_ESP,uranium,0.0
biomass_FR,coal,0.0
biomass_FR,electricity,0.6116814783582055
biomass_FR,natural_gas,0.0
biomass_FR,oil,0.0
biomass_FR,uranium,0.0
biomass_IT,coal,0.0
biomass_IT,electricity,0.6117749170338201
biomass_IT,natural_gas,0.0
biomass_IT,oil,0.0
biomass_IT,uranium,0.0
coal_AUS,coal,0.8600886054651216
coal_AUS,electricity,0.0
coal_AUS,natural_gas,0.0
coal_AUS,oil,0.0
coal_AUS,uranium,0.0
coal_COL,coal,0.8227787131022405
coal_COL,electricity,0.0
coal_COL,natural_gas,0.0
coal_COL,oil,0.0
coal_COL,uranium,0.0
coal_ITA,coal,0.8250258769063853
coal_ITA,electricity,0.0
coal_ITA,natural_gas,0.0
coal_ITA,oil,0.0
coal_ITA,uranium,0.0
coal_RUS,coal,0.8284448768765085
coal_RUS,electricity,0.0
coal_RUS,natural_gas,0.0
coal_RUS,oil,0.0
coal_RUS,uranium,0.0
coal_USA,coal,0.876921897441857
coal_USA,electricity,0.0
coal_USA,natural_gas,0.0
coal_USA,oil,0.0
coal_USA,uranium,0.0
demand_tech,coal,0.0
demand_tech,electricity,0.0
demand_tech,natural_gas,0.0
demand_tech,oil,0.0
demand_tech,uranium,0.0
el_import_FR,coal,0.0
el_import_FR,electricity,0.5731789476670871
el_import_FR,natural_gas,0.0
el_import_FR,oil,0.0
el_import_FR,uranium,0.0
el_import_MA,coal,0.0
el_import_MA,electricity,0.0
el_import_MA,natural_gas,0.0
el_import_MA,oil,0.0
el_import_MA,uranium,0.0
el_import_PT,coal,0.0
el_import_PT,electricity,0.8290086704566814
el_import_PT,natural_gas,0.0
el_import_PT,oil,0.0
el_import_PT,uranium,0.0
existing_biogas_to_electricity_supply,coal,0.0
existing_biogas_to_electricity_supply,electricity,0.8746253728980876
existing_biogas_to_electricity_supply,natural_gas,0.0
existing_biogas_to_electricity_supply,oil,0.0
existing_biogas_to_electricity_supply,uranium,0.0
existing_biomass,coal,0.0
existing_biomass,electricity,0.8772896267411169
existing_biomass,natural_gas,0.0
existing_biomass,oil,0.0
existing_biomass,uranium,0.0
existing_ccgt,coal,0.0
existing_ccgt,electricity,0.27296886464324893
existing_ccgt,natural_gas,0.0
existing_ccgt,oil,0.0
existing_ccgt,uranium,0.0
existing_chp,coal,0.0
existing_chp,electricity,0.024659288602854733
existing_chp,natural_gas,0.0
existing_chp,oil,0.0
existing_chp,uranium,0.0
existing_coal,coal,0.0
existing_coal,electricity,0.4492284071358727
existing_coal,natural_gas,0.0
existing_coal,oil,0.0
existing_coal,uranium,0.0
existing_hydro_reservoir,coal,0.0
existing_hydro_reservoir,electricity,0.010647300469402085
existing_hydro_reservoir,natural_gas,0.0
existing_hydro_reservoir,oil,0.0
existing_hydro_reservoir,uranium,0.0
existing_hydro_run_of_river,coal,0.0
existing_hydro_run_of_river,electricity,0.0
existing_hydro_run_of_river,natural_gas,0.0
existing_hydro_run_of_river,oil,0.0
existing_hydro_run_of_river,uranium,0.0
existing_nuclear,coal,0.0
existing_nuclear,electricity,0.904418243774704
existing_nuclear,natural_gas,0.0
existing_nuclear,oil,0.0
existing_nuclear,uranium,0.0
existing_oil_and_other,coal,0.0
existing_oil_and_other,electricity,4.256640766233718e-06
existing_oil_and_other,natural_gas,0.0
existing_oil_and_other,oil,0.0
existing_oil_and_other,uranium,0.0
existing_open_field_pv,coal,0.0
existing_open_field_pv,electricity,0.9789514736097804
existing_open_field_pv,natural_gas,0.0
existing_open_field_pv,oil,0.0
existing_open_field_pv,uranium,0.0
existing_pumped_hydro,coal,0.0
existing_pumped_hydro,electricity,0.4880206981444566
existing_pumped_hydro,natural_gas,0.0
existing_pumped_hydro,oil,0.0
existing_pumped_hydro,uranium,0.0
existing_rooftop_pv,coal,0.0
existing_rooftop_pv,electricity,0.8489905422861211
existing_rooftop_pv,natural_gas,0.0
existing_rooftop_pv,oil,0.0
existing_rooftop_pv,uranium,0.0
existing_wind_onshore,coal,0.0
existing_wind_onshore,electricity,0.4818162418315202
existing_wind_onshore,natural_gas,0.0
existing_wind_onshore,oil,0.0
existing_wind_onshore,uranium,0.0
existing_wte,coal,0.0
existing_wte,electricity,0.5110877489837407
existing_wte,natural_gas,0.0
existing_wte,oil,0.0
existing_wte,uranium,0.0
natural_gas_DEU,coal,0.0
natural_gas_DEU,electricity,0.0
natural_gas_DEU,natural_gas,0.9981074890592501
natural_gas_DEU,oil,0.0
natural_gas_DEU,uranium,0.0
natural_gas_DNK,coal,0.0
natural_gas_DNK,electricity,0.0
natural_gas_DNK,natural_gas,0.8701379412701522
natural_gas_DNK,oil,0.0
natural_gas_DNK,uranium,0.0
natural_gas_DZA,coal,0.0
natural_gas_DZA,electricity,0.0
natural_gas_DZA,natural_gas,0.10062256013293223
natural_gas_DZA,oil,0.0
natural_gas_DZA,uranium,0.0
natural_gas_NOR,coal,0.0
natural_gas_NOR,electricity,0.0
natural_gas_NOR,natural_gas,0.13092061344248757
natural_gas_NOR,oil,0.0
natural_gas_NOR,uranium,0.0
natural_gas_PT,coal,0.0
natural_gas_PT,electricity,0.0
natural_gas_PT,natural_gas,0.8779686529740047
natural_gas_PT,oil,0.0
natural_gas_PT,uranium,0.0
natural_gas_liquid_DZA,coal,0.0
natural_gas_liquid_DZA,electricity,0.0
natural_gas_liquid_DZA,natural_gas,0.40929500585819767
natural_gas_liquid_DZA,oil,0.0
natural_gas_liquid_DZA,uranium,0.0
natural_gas_liquid_NGA,coal,0.0
natural_gas_liquid_NGA,electricity,0.0
natural_gas_liquid_NGA,natural_gas,0.6359814707200842
natural_gas_liquid_NGA,oil,0.0
natural_gas_liquid_NGA,uranium,0.0
natural_gas_liquid_QAT,coal,0.0
natural_gas_liquid_QAT,electricity,0.0
natural_gas_liquid_QAT,natural_gas,0.0
natural_gas_liquid_QAT,oil,0.0
natural_gas_liquid_QAT,uranium,0.0
natural_gas_liquid_RUS,coal,0.0
natural_gas_liquid_RUS,electricity,0.0
natural_gas_liquid_RUS,natural_gas,0.7687826827955834
natural_gas_liquid_RUS,oil,0.0
natural_gas_liquid_RUS,uranium,0.0
natural_gas_liquid_USA,coal,0.0
natural_gas_liquid_USA,electricity,0.0
natural_gas_liquid_USA,natural_gas,0.8686826019888009
natural_gas_liquid_USA,oil,0.0
natural_gas_liquid_USA,uranium,0.0
oil_LBY,coal,0.0
oil_LBY,electricity,0.0
oil_LBY,natural_gas,0.0
oil_LBY,oil,0.4151992466863767
oil_LBY,uranium,0.0
oil_MEX,coal,0.0
oil_MEX,electricity,0.0
oil_MEX,natural_gas,0.0
oil_MEX,oil,0.22995999351654223
oil_MEX,uranium,0.0
oil_NGA,coal,0.0
oil_NGA,electricity,0.0
oil_NGA,natural_gas,0.0
oil_NGA,oil,0.44084340107212366
oil_NGA,uranium,0.0
oil_SA,coal,0.0
oil_SA,electricity,0.0
oil_SA,natural_gas,0.0
oil_SA,oil,0.3982997847438619
oil_SA,uranium,0.0
oil_USA,coal,0.0
oil_USA,electricity,0.0
oil_USA,natural_gas,0.0
oil_USA,oil,0.4788478561875937
oil_USA,uranium,0.0
open_field_pv_CN,coal,0.0
open_field_pv_CN,electricity,0.03763538002782751
open_field_pv_CN,natural_gas,0.0
open_field_pv_CN,oil,0.0
open_field_pv_CN,uranium,0.0
open_field_pv_DE,coal,0.0
open_field_pv_DE,electricity,0.8316242287111912
open_field_pv_DE,natural_gas,0.0
open_field_pv_DE,oil,0.0
open_field_pv_DE,uranium,0.0
open_field_pv_ESP,coal,0.0
open_field_pv_ESP,electricity,0.6012172875010408
open_field_pv_ESP,natural_gas,0.0
open_field_pv_ESP,oil,0.0
open_field_pv_ESP,uranium,0.0
open_field_pv_MY,coal,0.0
open_field_pv_MY,electricity,0.8114351296618235
open_field_pv_MY,natural_gas,0.0
